t,x,tf,ts
0.5487,0.58,1.0986153,1.0478699
0.168375,0.047,1.0005382,0.99965763
0.3314781249999999,0.212,1.3373102,1.1026547
0.1637499999999999,0.938,0.9995401,0.9998112
0.8211718749999999,0.723,1.3504351,1.2155665
0.1062843749999999,0.655,0.9990485,0.9994253
0.1446093749999999,0.133,1.000418,1.0003867
0.8216249999999999,0.657,1.5126382,1.3279576
0.281134375,0.411,0.99958825,0.9997028
0.081365625,0.208,1.0003165,1.0006138
0.5421468749999999,0.467,1.3128835,1.1619881
0.304809375,0.205,1.153737,1.0421681
0.7044874999999999,0.53,1.6025442,1.3734643
0.340828125,0.248,1.2393147,1.0794992
0.8626468749999999,0.148,3.5490823,3.1188679
0.4214124999999999,0.474,1.0194696,1.0138475
0.278403125,0.886,0.998942,0.99936724
0.1529937499999999,0.376,0.9996996,1.000034
0.8629062499999999,0.705,1.4768922,1.3074352
0.8484218749999999,0.029,3.9122977,3.3381827
0.1149187499999999,0.073,1.000736,1.000565
0.945503125,0.6980000000000001,1.6758765,1.4648634
0.4366624999999999,0.233,1.9737732,1.4557236
0.192159375,0.633,0.9990548,0.99943745
0.474425,0.676,1.0023526,1.0011275
0.534203125,0.229,2.4936962,1.8909191
0.0744312499999999,0.144,1.0005754,1.0007819
0.909803125,0.739,1.488874,1.3217441
0.5329999999999999,0.634,1.034206,1.0157464
0.9357,0.594,1.9890709,1.7125291
0.4856656249999999,0.8240000000000001,0.99928,0.99940467
0.0733124999999999,0.727,0.9991268,0.99948895
0.7334031249999999,0.92,1.0281845,1.0139885
0.7792968749999999,0.757,1.2148863,1.1243057
0.611871875,0.398,1.8342898,1.5046865
0.1126781249999999,0.8230000000000001,0.9993336,0.9996476
0.7196531249999999,0.546,1.5911583,1.3684438
0.8255531249999999,0.21,3.283208,2.844692
0.5565781249999999,0.754,1.0062171,1.0037363
0.2354343749999999,0.986,0.999352,0.99967456
0.1110218749999999,0.926,0.9996506,0.999915
0.5275124999999999,0.838,0.99926317,0.999627
0.7701781249999999,0.152,3.4381294,2.9321532
0.2827968749999999,0.964,0.9990567,0.99946535
0.9118125,0.898,1.1977648,1.1304201
0.426765625,0.5760000000000001,1.0060004,1.0021672
0.29675625,0.318,1.0009582,1.0001248
0.3042343749999999,0.983,0.99898326,0.99942315
0.6986781249999999,0.7000000000000001,1.1764435,1.0961151
0.0069749999999999,0.768,0.9992436,0.9996183
0.911965625,0.374,2.7886517,2.4139795
0.734525,0.666,1.301113,1.1756121
0.093215625,0.345,0.99970365,1.0000821
0.5317187499999999,0.431,1.3941267,1.2052265
0.144103125,0.19,1.0003332,1.0004631
0.4570812499999999,0.6880000000000001,1.0006781,1.000159
0.568659375,0.893,0.9992279,0.99960315
0.90420625,0.206,3.3981209,3.0097656
0.2602874999999999,0.045,1.7635164,1.0695623
0.91055625,0.588,1.9488661,1.6749712
0.580459375,0.879,0.99965954,1.0000275
0.2519499999999999,0.495,0.9992635,0.9995924
0.7790499999999999,0.903,1.060737,1.0341815
0.3866437499999999,0.6930000000000001,0.9990356,0.9993731
0.8700968749999999,0.646,1.6579726,1.4407153
0.052496875,0.77,0.9992342,0.99958575
0.0238968749999999,0.262,0.9998448,1.0002413
0.956071875,0.5670000000000001,2.1353607,1.8389103
0.6821937499999999,0.386,2.1369057,1.757022
0.30955625,0.546,0.99911773,0.99946237
0.4671531249999999,0.279,1.8366218,1.4161423
0.4945906249999999,0.971,0.9991548,0.9992782
0.2250031249999999,0.913,0.9992417,0.99957836
0.03591875,0.811,0.99937224,0.9997128
0.4831968749999999,0.196,2.5141296,1.8208643
0.6902437499999999,0.6950000000000001,1.170529,1.0922289
0.44315625,0.02,3.8328261,2.2941396
0.3840999999999999,0.708,0.99894786,0.9993273
0.4460406249999999,0.139,2.8130462,1.9033611
0.125384375,0.589,0.9990779,0.99946415
0.74691875,0.103,3.6083484,3.0353162
0.26675625,0.447,0.9994197,0.99966216
0.41478125,0.298,1.4298776,1.1845949
0.7092093749999999,0.138,3.4213161,2.8434238
0.632009375,0.392,1.9362907,1.5847658
0.1558,0.01,1.001077,0.9997903
0.712515625,0.504,1.7208383,1.4584988
0.09795625,0.945,0.9997469,1.0000027
0.1143687499999999,0.223,1.0002831,1.0005455
0.3194437499999999,0.983,0.9989153,0.99937916
0.4796781249999999,0.585,1.009648,1.0073966
0.890740625,0.713,1.5152864,1.3382779
0.6482281249999999,0.286,2.5439425,2.0548878
0.344828125,0.663,0.9988431,0.99928796
0.94904375,0.381,2.833776,2.470508
0.10993125,0.32,0.9998617,1.0002139
0.8248624999999999,0.017,3.9462848,3.3137028
0.94948125,0.869,1.2912799,1.1943349
0.5467249999999999,0.948,0.99922,0.99922204
0.7048,0.6980000000000001,1.1891555,1.1039891
0.2224156249999999,0.005,1.0086241,0.9987862
0.162146875,0.379,0.9996979,1.0000225
0.7978093749999999,0.771,1.2211472,1.1296693
0.2704812499999999,0.949,0.9990922,0.9994843
0.661921875,0.372,2.138464,1.7480677
0.8785593749999999,0.125,3.636085,3.2073321
0.884115625,0.499,2.218719,1.8928666
0.3026531249999999,0.238,1.0354416,1.0136925
0.15735,0.591,0.99910295,0.99948466
0.2380156249999999,0.281,0.9998431,0.99977064
0.8276968749999999,0.41,2.4461434,2.0709264
0.1678843749999999,0.301,0.9999894,1.0002301
0.6796687499999999,0.9,1.0134729,1.0056674
0.666309375,0.251,2.7833753,2.2658184
0.555746875,0.855,0.9993887,0.99989295
0.0313656249999999,0.416,0.99919474,0.99962664
0.9491,0.969,1.1790012,1.128244
0.1064812499999999,0.952,0.99974966,1.0000008
0.4690781249999999,0.25,2.0424209,1.5290971
0.6698124999999999,0.427,1.9041089,1.5776795
0.9013375,0.717,1.5273051,1.3483075
0.74015,0.84,1.0750762,1.0394914
0.2230593749999999,0.232,0.9998852,0.999738
0.397565625,0.062,3.3683333,1.9559896
0.1452,0.496,0.99927294,0.9996544
0.297875,0.627,0.998865,0.9993044
0.7816187499999999,0.334,2.6696,2.2481866
0.3408124999999999,0.64,0.99889576,0.99932206
0.1023906249999999,0.09,1.0007261,1.0006931
0.1086249999999999,0.754,0.99917555,0.99951875
0.85420625,0.612,1.7267611,1.4903634
0.3871156249999999,0.635,0.9994559,0.99958384
0.2964593749999999,0.951,0.99896634,0.9994019
0.1620562499999999,0.949,0.99957645,0.9998417
0.3956531249999999,0.8280000000000001,0.9987731,0.9992249
0.4005812499999999,0.301,1.3390998,1.1406194
0.171225,0.344,0.99983644,1.0001177
0.228365625,0.282,0.99987745,0.9998603
0.8130156249999999,0.163,3.4456754,2.9824789
0.4911281249999999,0.95,0.99915004,0.9992794
0.4738593749999999,0.28,1.8671001,1.4381919
0.315821875,0.39,1.0007123,1.0001342
0.589809375,0.364,1.9176776,1.5502126
0.1233156249999999,0.5650000000000001,0.9991015,0.99949074
0.8733312499999999,0.542,2.0235825,1.728147
0.51624375,0.612,1.0302082,1.0144609
0.067865625,0.639,0.9990022,0.9993948
0.454821875,0.946,0.99899006,0.99928594
0.4801249999999999,0.791,0.9994061,0.9995085
0.7423375,0.417,2.1788707,1.8157089
0.6534374999999999,0.933,1.0035572,1.0014249
0.8969531249999999,0.668,1.6544601,1.4418373
0.36150625,0.029,3.6498795,1.820806
0.6828218749999999,0.772,1.0790282,1.0394442
0.242359375,0.536,0.99915576,0.99952376
0.721671875,0.8320000000000001,1.066873,1.03387
0.3302843749999999,0.812,0.99868727,0.9991927
0.4372843749999999,0.381,1.2155875,1.0963489
0.7785,0.095,3.663776,3.1166914
0.91590625,0.11,3.7050982,3.2966828
0.5703937499999999,0.385,1.736591,1.4219521
0.1181812499999999,0.368,0.9996697,1.0000359
0.1519499999999999,0.613,0.9990804,0.9994602
0.2038374999999999,0.458,0.99942553,0.9997585
0.0061906249999999,0.528,0.9988853,0.99933004
0.2426593749999999,0.481,0.99931836,0.9996393
0.2285656249999999,0.248,0.99987066,0.9997443
0.4169812499999999,0.8290000000000001,0.99888456,0.9992641
0.08230625,0.872,0.99952555,0.9998207
0.7963812499999999,0.016,3.9465394,3.2720337
0.6008437499999999,0.803,1.011595,1.0053113
0.03535625,0.923,0.9998028,1.0000889
0.2695531249999999,0.007,3.6959214,1.1636024
0.588946875,0.935,0.9994006,0.9994918
0.941840625,0.943,1.1880609,1.13143
0.4126062499999999,0.256,1.6536385,1.2819525
0.326034375,0.927,0.99880815,0.99929404
0.248778125,0.286,0.9998162,0.999696
0.2744999999999999,0.016,3.4674172,1.1862098
0.584653125,0.71,1.039478,1.0172018
0.6987187499999999,0.058,3.756515,3.0443683
0.877690625,0.63,1.7261562,1.4935762
0.396353125,0.852,0.99876153,0.9992219
0.5345156249999999,0.199,2.6967895,2.0295258
0.113890625,0.096,1.0006616,1.000614
0.2072468749999999,0.321,0.9998747,1.000035
0.7149125,0.723,1.1683599,1.0921297
0.7131093749999999,0.981,1.0122187,1.0059508
0.7074906249999999,0.392,2.188779,1.8090972
0.5959843749999999,0.843,1.0027285,1.0016775
0.7468031249999999,0.915,1.0362839,1.0187359
0.1353937499999999,0.102,1.0005295,1.0004144
0.8837562499999999,0.925,1.1370703,1.0904558
0.2477156249999999,0.627,0.9989623,0.99937165
0.8973125,0.6990000000000001,1.5667824,1.3765913
0.596575,0.007,3.9615068,2.8646789
0.7616093749999999,0.861,1.0761782,1.041477
0.264028125,0.6960000000000001,0.9988576,0.9992918
0.8199843749999999,0.363,2.6326017,2.2329898
0.952390625,0.884,1.2720927,1.1831007
0.737684375,0.431,2.1017761,1.7527584
0.939403125,0.8300000000000001,1.3442053,1.2263978
0.9441625,0.857,1.3031322,1.2007399
0.6187062499999999,0.892,1.0017452,1.000903
0.2022499999999999,0.625,0.99905014,0.9994366
0.0558249999999999,0.886,0.99961877,0.9999149
0.2457687499999999,0.628,0.99896574,0.9993739
0.6072718749999999,0.25,2.618803,2.0739558
0.03181875,0.075,1.0008118,1.0008785
0.155821875,0.361,0.9997628,1.0000833
0.708228125,0.437,1.9841006,1.6512359
0.5844937499999999,0.526,1.274674,1.1460729
0.623621875,0.97,1.0004622,0.99988663
0.795934375,0.531,1.858614,1.5802833
0.6004375,0.173,3.050541,2.3946815
0.8060218749999999,0.131,3.5558991,3.0689774
0.0832218749999999,0.978,0.9999045,1.0001457
0.512740625,0.855,0.9992106,0.9993919
0.1520812499999999,0.591,0.9991002,0.9994823
0.0695187499999999,0.56,0.99900997,0.99941814
0.020328125,0.935,0.99988604,1.0001727
0.0388062499999999,0.977,1.0000198,1.0002761
0.6475593749999999,0.001,3.996029,2.9949338
0.92885,0.131,3.6535969,3.2650673
0.334725,0.152,1.8104686,1.2413093
0.9512,0.519,2.303863,1.9830675
0.2920843749999999,0.346,1.0001345,0.99982524
0.614003125,0.55,1.291592,1.159182
0.6807218749999999,0.334,2.3914485,1.9562213
0.2011968749999999,0.052,1.0005137,0.9989711
0.155765625,0.437,0.999473,0.9998338
0.37029375,0.64,0.9991379,0.9994441
0.007815625,0.27,0.99972236,1.0001361
0.8510812499999999,0.949,1.0896932,1.0586277
0.630540625,0.969,1.0008383,1.0000811
0.4819249999999999,0.685,1.0023043,1.0012207
0.40280625,0.871,0.99878025,0.9992304
0.57179375,0.336,1.9940798,1.5905637
0.48995625,0.6980000000000001,1.0020608,1.0012225
0.4089562499999999,0.723,0.99913335,0.9993975
0.0033687499999999,0.522,0.9988824,0.99933004
0.500778125,0.018,3.872532,2.5441713
0.5207093749999999,0.27,2.166157,1.6591958
0.7142031249999999,0.101,3.5871558,2.9724836
0.4972124999999999,0.71,1.0018494,1.0012202
0.0276281249999999,0.01,1.0011806,1.0008515
0.29824375,0.61,0.9989017,0.9993297
0.268078125,0.883,0.99898505,0.99939454
0.288853125,0.706,0.9987812,0.99924314
0.6929656249999999,0.559,1.4755636,1.2853833
0.930271875,0.304,3.0892015,2.7155836
0.4204124999999999,0.591,1.003054,1.0010045
0.4874437499999999,0.863,0.9992031,0.99932516
0.54485,0.158,3.003522,2.2586856
0.1666625,0.706,0.9990766,0.9994401
0.1790406249999999,0.786,0.9991492,0.9994931
0.1038531249999999,0.086,1.000735,1.0006783
0.2185593749999999,0.528,0.9992081,0.9995742
0.550646875,0.427,1.4777333,1.2577025
0.605871875,0.353,2.0363092,1.6415013
0.3193968749999999,0.8,0.99870265,0.9992
0.279325,0.47,0.99934494,0.99960685
0.7846656249999999,0.5650000000000001,1.7049905,1.4621292
0.8577499999999999,0.683,1.5232297,1.339934
0.0115375,0.269,0.9997467,1.0001571
0.3399093749999999,0.841,0.9986881,0.99919784
0.7955656249999999,0.604,1.6053113,1.3909978
0.714859375,0.179,3.244216,2.7059174
0.951646875,0.353,2.9440393,2.579452
0.851428125,0.538,1.9817129,1.6894265
0.455253125,0.123,2.9878125,2.0213227
0.7802781249999999,0.895,1.0664586,1.0374604
0.647546875,0.306,2.433689,1.96704
0.5391999999999999,0.121,3.2330503,2.3959694
0.4215187499999999,0.17,2.4030476,1.6388124
0.90308125,0.644,1.7424433,1.5099729
0.0032562499999999,0.191,1.000118,1.0004803
0.6600468749999999,0.726,1.0946075,1.0477523
0.7758875,0.284,2.8836026,2.4379148
0.4719374999999999,0.539,1.028814,1.015627
0.799325,0.388,2.4699464,2.080784
0.4013624999999999,0.672,0.99937725,0.99952686
0.1779343749999999,0.797,0.99917006,0.9995091
0.2238687499999999,0.246,0.99989617,0.9997915
0.4305593749999999,0.34,1.3263806,1.1443962
0.7287968749999999,0.679,1.2639049,1.1514639
0.813521875,0.773,1.2422305,1.1442457
0.5980125,0.466,1.4984574,1.282172
0.6397937499999999,0.468,1.63045,1.3774266
0.88545,0.329,2.9155598,2.525245
0.4511437499999999,0.02,3.8368902,2.3316839
0.105203125,0.123,1.0006145,1.0006976
0.1929906249999999,0.8190000000000001,0.9991708,0.99951124
0.61681875,0.462,1.5768267,1.3362432
0.5461062499999999,0.126,3.2153616,2.4015617
0.8234499999999999,0.653,1.5279385,1.3390955
0.67484375,0.902,1.0114824,1.0047923
0.2300999999999999,0.751,0.99897456,0.9993675
0.1791937499999999,0.427,0.9995307,0.9998661
0.763109375,0.185,3.2933226,2.7996309
0.64630625,0.622,1.2114693,1.1141568
0.7891031249999999,0.404,2.371007,1.9920082
0.3321718749999999,0.853,0.99870896,0.9992131
0.3151593749999999,0.235,1.1298671,1.0402378
0.644390625,0.308,2.4127383,1.9482312
0.1353375,0.5680000000000001,0.99911356,0.99949956
0.1566125,0.767,0.99915755,0.99949956
0.6074499999999999,0.849,1.0040057,1.0021076
0.1460656249999999,0.022,1.0009172,1.0000007
0.2052062499999999,0.8230000000000001,0.99914145,0.99949014
0.0115281249999999,0.616,0.99890816,0.99933314
0.7835343749999999,0.303,2.8148465,2.3799314
0.04205,0.681,0.99902856,0.9994192
0.0139406249999999,0.81,0.999387,0.99973893
0.527984375,0.9,0.9991684,0.9992882
0.451775,0.46,1.084812,1.0399588
0.79060625,0.474,2.070674,1.7452526
0.5086375,0.343,1.6795715,1.3575782
0.946209375,0.668,1.767784,1.5361536
0.923721875,0.592,1.9670224,1.6922156
0.2335624999999999,0.482,0.9993253,0.99965394
0.92855,0.209,3.415452,3.0418246
0.355471875,0.449,1.0036714,1.0013626
0.1529031249999999,0.15,1.0003476,1.0003356
0.874628125,0.873,1.1815873,1.1145349
0.6831437499999999,0.949,1.00733,1.0031562
0.6994906249999999,0.486,1.7508115,1.4766468
0.176584375,0.894,0.99938166,0.99968076
0.2452124999999999,0.855,0.99904275,0.99942636
0.0469312499999999,0.87,0.9995729,0.9998802
0.8206468749999999,0.341,2.7304454,2.3220649
0.6116437499999999,0.884,1.0014848,1.0008594
0.947159375,0.127,3.6766715,3.2990463
0.8911812499999999,0.986,1.1125227,1.078157
0.0125968749999999,0.8200000000000001,0.9994253,0.99977326
0.1488656249999999,0.805,0.9992398,0.9995649
0.94430625,0.782,1.4539353,1.3017966
0.355115625,0.5700000000000001,0.9994385,0.9996121
0.40695,0.793,0.99888086,0.9992701
0.949190625,0.87,1.2892202,1.1929914
0.3212781249999999,0.475,0.9996512,0.99972486
0.93001875,0.918,1.1977648,1.1341875
0.0302906249999999,0.008,1.0012041,1.0008494
0.2443218749999999,0.962,0.999254,0.99959874
0.5224312499999999,0.226,2.4668221,1.8558925
0.7777749999999999,0.298,2.824483,2.3853164
0.954521875,0.465,2.520197,2.1771479
0.4119374999999999,0.909,0.9988079,0.999246
0.92485,0.119,3.685058,3.2882464
0.1394,0.54,0.9991641,0.99954987
0.7590937499999999,0.955,1.0297464,1.0165164
0.3120374999999999,0.365,1.0011195,1.0002801
0.8644156249999999,0.404,2.561903,2.1866157
0.14339375,0.772,0.9991826,0.9995197
0.4271187499999999,0.53,1.0115236,1.0056298
0.910296875,0.578,1.9839815,1.7035112
0.0528656249999999,0.463,0.99913204,0.99955416
0.8265999999999999,0.266,3.0612879,2.6349397
0.03314375,0.638,0.9989599,0.99936783
0.5254218749999999,0.856,0.99918795,0.99945927
0.5758343749999999,0.533,1.2360889,1.1231831
0.717090625,0.367,2.3381057,1.9332541
0.429528125,0.999,0.9988688,0.9992883
0.6432218749999999,0.836,1.0199662,1.0082114
0.703128125,0.12,3.4936385,2.8894978
0.649915625,0.119,3.432063,2.7592733
0.008240625,0.6910000000000001,0.9990264,0.99943113
0.91874375,0.377,2.7903843,2.418093
0.762059375,0.5,1.8827138,1.5905923
0.504390625,0.298,1.9126744,1.4892999
0.0360625,0.751,0.99918497,0.9995519
0.0002187499999999,0.5700000000000001,0.9988605,0.9993031
0.3541531249999999,0.461,1.0023075,1.0008116
0.7476124999999999,0.665,1.329995,1.1954178
0.829528125,0.974,1.0647837,1.042054
0.7239687499999999,0.906,1.0290312,1.0138781
0.7353781249999999,0.213,3.1243467,2.6235058
0.011678125,0.459,0.9990034,0.99944925
0.0609124999999999,0.02,1.0011714,1.0008236
0.0365874999999999,0.769,0.99923635,0.99959564
0.3694375,0.612,0.9993285,0.9995438
0.4602749999999999,0.088,3.2954812,2.1913614
0.0704249999999999,0.245,1.000116,1.0004613
0.1960031249999999,0.495,0.9993118,0.9996706
0.93925,0.197,3.4649029,3.0968924
0.6387093749999999,0.113,3.4470892,2.749429
0.27518125,0.56,0.9990461,0.99943113
0.1904187499999999,0.8260000000000001,0.99919105,0.999527
0.71715,0.115,3.5307307,2.9372756
0.1453124999999999,0.839,0.9993236,0.9996333
0.4073718749999999,0.217,1.8974835,1.3843158
0.92938125,0.38,2.7997117,2.4308107
0.6941468749999999,0.919,1.0136821,1.0060035
0.0916749999999999,0.278,1.0000136,1.00036
0.579384375,0.431,1.5677193,1.3198993
0.7200687499999999,0.429,2.0568466,1.7112329
0.6371437499999999,0.348,2.175744,1.7620173
0.0318375,0.311,0.99963284,1.0000441
0.9546,0.756,1.5371258,1.3626685
0.55750625,0.228,2.5869598,1.9885067
0.4196281249999999,0.222,1.9451964,1.4212404
0.5312125,0.66,1.0200051,1.0098324
0.749915625,0.711,1.243394,1.1399829
0.7717687499999999,0.0,4.0017395,3.2374568
0.6640999999999999,0.446,1.8016453,1.5022098
0.7491406249999999,0.068,3.7451305,3.1241162
0.8920624999999999,0.848,1.2398056,1.1521791
0.170340625,0.545,0.99918246,0.9995619
0.6156531249999999,0.739,1.0476466,1.0210732
0.2412374999999999,0.479,0.9993266,0.9996464
0.8451281249999999,0.375,2.6398602,2.2499337
0.1543375,0.381,0.9996822,1.0000173
0.6850499999999999,0.989,1.0065457,1.0028642
0.2903125,0.004,3.8968153,1.3007714
0.2265593749999999,0.175,0.99970055,0.9992881
0.289684375,0.302,1.0006745,0.99995756
0.1786812499999999,0.306,0.9999633,1.0001835
0.0718656249999999,0.888,0.9995984,0.99988854
0.8420374999999999,0.647,1.5886005,1.3853875
0.43836875,0.096,3.1658516,2.0514808
0.0452937499999999,0.6930000000000001,0.9990519,0.9994366
0.0168875,0.457,0.9990262,0.9994688
0.3639937499999999,0.654,0.99899626,0.9993712
0.0400562499999999,0.777,0.99925935,0.9996134
0.7831031249999999,0.748,1.235458,1.1374049
0.659984375,0.743,1.0804576,1.0397528
0.420409375,0.542,1.0100445,1.0038614
0.7971499999999999,0.653,1.4674685,1.2932655
0.0493718749999999,0.029,1.0010991,1.0008612
0.1522312499999999,0.8180000000000001,0.999262,0.99958265
0.4049593749999999,0.39,1.0934879,1.0434673
0.958334375,0.666,1.8018812,1.5648668
0.7549343749999999,0.15,3.4277563,2.9062662
0.2305531249999999,0.558,0.99912024,0.99949944
0.3246187499999999,0.562,0.999122,0.9994606
0.751396875,0.043,3.8401055,3.1715117
0.3381968749999999,0.289,1.109775,1.0398929
0.4788406249999999,0.027,3.7976174,2.4444265
0.3803968749999999,0.009,3.9063144,1.9669889
0.8224124999999999,0.208,3.2864943,2.845354
0.6986968749999999,0.962,1.009694,1.0044359
0.16296875,0.901,0.999441,0.99972904
0.7509343749999999,0.521,1.7695035,1.5029204
0.578703125,0.243,2.566784,2.0015912
0.2164499999999999,0.9,0.999251,0.99958193
0.5819312499999999,0.725,1.0307897,1.0132673
0.3714249999999999,0.493,1.0030795,1.0010823
0.6656343749999999,0.465,1.727394,1.4506465
0.59151875,0.293,2.3141394,1.8300831
0.040090625,0.8300000000000001,0.9994346,0.99976456
0.722096875,0.299,2.6851192,2.2271497
0.944096875,0.347,2.9531975,2.5857115
0.3097031249999999,0.392,1.0002806,0.9999516
0.5526312499999999,0.084,3.4912004,2.5816164
0.0589781249999999,0.135,1.0005963,1.000808
0.948621875,0.75,1.5402521,1.3640803
0.5965906249999999,0.137,3.2503276,2.533262
0.034296875,0.893,0.9996828,0.99998426
0.1233812499999999,0.056,1.0007681,1.000436
0.350734375,0.556,0.99948394,0.99963784
0.6093593749999999,0.717,1.0543898,1.0247412
0.53974375,0.364,1.711996,1.3923553
0.415165625,0.014,3.8720918,2.1600661
0.7758593749999999,0.26,2.9908795,2.5360248
0.2046593749999999,0.956,0.9994303,0.99972594
0.261753125,0.716,0.99886,0.9992919
0.3671343749999999,0.804,0.99869263,0.9991919
0.599084375,0.038,3.7961602,2.840048
0.8463499999999999,0.491,2.1531706,1.8279868
0.29295,0.243,1.0085851,1.0034257
0.17790625,0.341,0.9998467,1.0001117
0.2136999999999999,0.507,0.99926937,0.9996264
0.133409375,0.616,0.999068,0.999449
0.4333031249999999,0.309,1.4764076,1.2142981
0.4839906249999999,0.843,0.9992293,0.9993546
0.3990781249999999,0.583,1.0010875,1.0002472
0.7981656249999999,0.739,1.2765127,1.1647625
0.4854718749999999,0.325,1.6631527,1.3358424
0.855384375,0.8,1.2624673,1.1614265
0.800896875,0.164,3.4278245,2.9551492
0.2810062499999999,0.477,0.99932086,0.9995923
0.50438125,0.146,2.9699645,2.1459053
0.109746875,0.709,0.9991003,0.9994602
0.4817218749999999,0.942,0.999118,0.99928546
0.8786718749999999,0.854,1.2122365,1.1333632
0.558309375,0.727,1.0138252,1.0068487
0.592334375,0.309,2.2254682,1.7666651
0.579815625,0.884,0.9995501,0.9999256
0.7740437499999999,0.249,3.0359344,2.5760503
0.022275,0.901,0.9997369,1.0000402
0.69170625,0.904,1.0165521,1.007162
0.6063062499999999,0.6980000000000001,1.0630444,1.0295168
0.534109375,0.937,0.99920666,0.9992342
0.3535374999999999,0.17,1.841234,1.2842201
0.4861187499999999,0.993,0.9991107,0.99928904
0.0196187499999999,0.81,0.9993818,0.9997312
0.3701,0.469,1.0057383,1.0021446
